"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"373410","373410","txn","","","Orthonyx wakefieldi","","373410","species","Orthonyx wakefieldi","373409","66285","extinct","1"
"373431","373431","txn","","","Orthonyx hypsilophus","","373431","species","Orthonyx hypsilophus","373409","66286","extinct","1"
"99147","99147","txn","","","Bombycillidae","","99147","family","Bombycillidae","39441","24173","extant","4"
"99162","99162","txn","","","Bombycilla","","99162","genus","Bombycilla","99147","24173","extant","4"
"373095","373096","txn","","","Bombycilla garrulus","","373095","species","Bombycilla garrulus","99162","12782","extant","1"
"369287","369287","txn","","","Bombycilla cedrorum","","369287","species","Bombycilla cedrorum","99162","65172","extant","3"
"255521","255521","txn","","","Acanthizidae","","255521","family","Acanthizidae","39441","44314","extant","9"
"373407","373407","txn","","","Pycnoptilus","","373407","genus","Pycnoptilus","255521","65172","extant","2"
"373408","373408","txn","","","Pycnoptilus floccosus","","373408","species","Pycnoptilus floccosus","373407","65172","extant","1"
"373411","373411","txn","","","Pycnoptilus fordi","","373411","species","Pycnoptilus fordi","373407","66285","extinct","1"
"379401","379401","txn","","","Gerygone","","379401","genus","Gerygone","255521","65172","extant","7"
"379402","379402","txn","","","Gerygone albofrontata","","379402","species","Gerygone albofrontata","379401","65172","extant","1"
"428457","428458","txn","","","Gerygone igata","","428457","species","Gerygone igata","379401","74304","extant","6"
"143845","143845","txn","","","Callaeidae","","143845","family","Callaeidae","39441","29521","extant","26"
"143846","143846","txn","","","Philesturnus","","143846","genus","Philesturnus","143845","29521","extant","13"
"143847","368320","txn","","","Philesturnus carunculatus","","143847","species","Philesturnus carunculatus","143846","29521","extant","11"
"143843","143843","txn","","","Callaeas","","143843","genus","Callaeas","143845","29521","extant","13"
"143844","368325","txn","","","Callaeas cinereus","","143844","species","Callaeas cinereus","143843","29521","extinct","13"
"372911","372911","txn","","","Scotocercidae","","372911","family","Scotocercidae","39441","65172","extant","2"
"372910","372910","txn","","","Cettia","","372910","genus","Cettia","372911","65172","extant","2"
"372893","372893","txn","","","Certhiidae","","372893","family","Certhiidae","39441","65172","extant","2"
"124207","124207","txn","","","Certhia","","124207","genus","Certhia","372893","12782","extant","2"
"430426","430426","txn","","","Certhia familiaris","","430426","species","Certhia familiaris","124207","58139","extant","1"
"487025","487025","txn","F","","Formicaroidae","","487025","superfamily","Formicaroidae","39441","24920","extant","1"
"449212","449212","txn","F","","Pteroptochidae","","449212","family","Pteroptochidae","487025","79218","extinct","1"
"124674","124674","txn","","","Hebe","","124674","genus","Hebe","449212","79218","extinct","1"
"124675","124675","txn","","","Hebe schucherti","","124675","species","Hebe schucherti","124674","79218","extinct","1"
"369384","369384","txn","","","Artamidae","","369384","family","Artamidae","39441","65172","extant","4"
"373369","373369","txn","","","Artamus","","373369","genus","Artamus","369384","65172","extant","2"
"373368","373370","txn","","","Artamus leucorynchus","","373368","species","Artamus leucorynchus","373369","65172","extant","0"
"373392","373393","txn","","","Artamus superciliosus","","373392","species","Artamus superciliosus","373369","65172","extant","1"
"373439","373440","txn","","","Artamus cyanopterus","","373439","species","Artamus cyanopterus","373369","65172","extant","1"
"373391","373391","txn","","","Ocypterus","subjective synonym of","373369","genus","Artamus","369384","65172","extant","2"
"372235","372235","txn","","","Pipridae","","372235","family","Pipridae","39441","65172","extant","0"
"372234","372234","txn","","","Pipra","","372234","genus","Pipra","372235","65172","extant","0"
"373619","373619","txn","","","Tityridae","","373619","family","Tityridae","39441","65172","extant","1"
"373621","373621","txn","","","Tityra","","373621","genus","Tityra","373619","65172","extant","0"
"373620","373620","txn","","","Pachyrhynchus","subjective synonym of","373621","genus","Tityra","373619","65172","extant","0"
"373618","373618","txn","","","Pachyramphus","","373618","genus","Pachyramphus","373619","65172","extant","1"
"373622","373623","txn","","","Pachyramphus aglaiae","","373622","species","Pachyramphus aglaiae","373618","65172","extant","1"
"290137","290137","txn","","","Laniidae","","290137","family","Laniidae","39441","50473","extant","17"
"414919","414919","txn","","","Laniinae","","414919","subfamily","Laniinae","290137","31036","extant","0"
"290136","290136","txn","","","Lanius","","290136","genus","Lanius","290137","50473","extant","17"
"370956","370956","txn","","","Lanius miocaenus","","370956","species","Lanius miocaenus","290136","65508","extinct","0"
"430357","430357","txn","","","Lanius collurio","","430357","species","Lanius collurio","290136","58139","extinct","1"
"369529","369529","txn","","","Lanius senator","","369529","species","Lanius senator","290136","12782","extant","1"
"290138","290138","txn","","","Lanius ludovicianus","","290138","species","Lanius ludovicianus","290136","50473","extant","7"
"211583","211583","txn","","","Lanius excubitor","","211583","species","Lanius excubitor","290136","12782","extant","3"
"373134","373134","txn","","","Lanius cristatus","","373134","species","Lanius cristatus","290136","12782","extant","1"
"430358","430358","txn","","","Lanius minor","","430358","species","Lanius minor","290136","58139","extinct","1"
"99146","99146","txn","","","Paridae","","99146","family","Paridae","39441","24173","extant","11"
"373327","373327","txn","","","Periparus","","373327","genus","Periparus","99146","65172","extant","2"
"373326","373328","txn","","","Periparus ater","","373326","species","Periparus ater","373327","12782","extant","2"
"99163","99163","txn","","","Parus","","99163","genus","Parus","99146","12782","extant","5"
"430424","430424","txn","","","Parus caeruleus","","430424","species","Parus caeruleus","99163","58139","extant","0"
"430423","430423","txn","","","Parus cristatus","","430423","species","Parus cristatus","99163","58139","extant","0"
"368939","368939","txn","","","Parus major","","368939","species","Parus major","99163","12782","extant","4"
"416925","416925","txn","","","Poecile","","416925","genus","Poecile","99146","72122","extant","0"
"416933","416933","txn","","","Poecile atricapillus","","416933","species","Poecile atricapillus","416925","72122","extant","0"
"369585","369585","txn","","","Palaegithalus","","369585","genus","Palaegithalus","99146","65486","extant","1"
"364819","369586","txn","","","Palaegithalus cuvieri","","364819","species","Palaegithalus cuvieri","369585","28567","extinct","1"
"369293","369293","txn","","","Baeolophus","","369293","genus","Baeolophus","99146","65172","extant","1"
"369292","369294","txn","","","Baeolophus bicolor","","369292","species","Baeolophus bicolor","369293","65172","extant","1"
"39448","39448","txn","","","Sittidae","","39448","family","Sittidae","39441","4783","extant","7"
"414906","414906","txn","","","Sittinae","","414906","subfamily","Sittinae","39448","31036","extant","0"
"39449","39449","txn","","","Sitta","","39449","genus","Sitta","39448","12782","extant","7"
"369408","369408","txn","","","Sitta carolinensis","","369408","species","Sitta carolinensis","39449","65172","extant","1"
"370949","370949","txn","","","Sitta senogalliensis","","370949","species","Sitta senogalliensis","39449","65508","extinct","0"
"414907","414907","txn","","","Sitta pygmaea","","414907","species","Sitta pygmaea","39449","31036","extant","1"
"430425","430425","txn","","","Sitta europaea","","430425","species","Sitta europaea","39449","58139","extant","0"
"129839","129839","txn","","","Sitta canadensis","","129839","species","Sitta canadensis","39449","27720","extant","4"
"133797","133797","txn","","","Emberizidae","","133797","family","Emberizidae","39441","28198","extant","31"
"124267","124267","txn","","","Emberiza","","124267","genus","Emberiza","133797","12782","extant","25"
"369346","369346","txn","","","Schoeniclus","subjective synonym of","124267","genus","Emberiza","133797","65172","extant","25"
"369344","369344","txn","","","Emberiza calandra","","369344","species","Emberiza calandra","124267","12782","extant","3"
"371830","371830","txn","","","Emberiza alcoveri","","371830","species","Emberiza alcoveri","124267","65988","extinct","1"
"368988","368988","txn","","","Emberiza citrinella","","368988","species","Emberiza citrinella","124267","12782","extant","4"
"369345","369350","txn","","","Emberiza schoeniclus","","369345","species","Emberiza schoeniclus","124267","12782","extant","1"
"484763","484763","txn","","","Pampaemberiza","","484763","genus","Pampaemberiza","133797","87577","extinct","0"
"484764","484764","txn","","","Pampaemberiza olrogi","","484764","species","Pampaemberiza olrogi","484763","87577","extinct","0"
"133799","133799","txn","","","Thraupinae","","133799","subfamily","Thraupinae","133797","28198","extant","0"
"39453","39453","txn","","","Eurylaimidae","","39453","family","Eurylaimidae","39441","4783","extant","0"
"415922","415922","txn","","","Cymbirhynchus","","415922","genus","Cymbirhynchus","39453","72122","extant","0"
"415923","415923","txn","","","Cymbirhynchus macrorhynchos","","415923","species","Cymbirhynchus macrorhynchos","415922","72122","extant","0"
"129843","129843","txn","","","Turdidae","","129843","family","Turdidae","39441","28198","extant","219"
"186399","186399","txn","","","Phaeornis","","186399","genus","Phaeornis","129843","36280","extant","0"
"369943","369943","txn","","","Meridiocichla","","369943","genus","Meridiocichla","129843","65604","extinct","8"
"369944","369944","txn","","","Meridiocichla salotti","","369944","species","Meridiocichla salotti","369943","65604","extinct","8"
"129844","129844","txn","","","Hylocichla","","129844","genus","Hylocichla","129843","27720","extant","3"
"428664","428664","txn","","","Ixoreus","","428664","genus","Ixoreus","129843","65172","extant","1"
"428665","428666","txn","","","Ixoreus naevius","","428665","species","Ixoreus naevius","428664","65172","extant","1"
"161743","161743","txn","","","Catharus","","161743","genus","Catharus","129843","31595","extant","11"
"428634","428635","txn","","","Catharus ustulatus","","428634","species","Catharus ustulatus","161743","65172","extant","3"
"428636","428637","txn","","","Catharus guttatus","","428636","species","Catharus guttatus","161743","65172","extant","4"
"83491","83491","txn","","","Turdus","","83491","genus","Turdus","129843","12782","extant","177"
"372912","372912","txn","","","Turdus poliocephalus","","372912","species","Turdus poliocephalus","83491","65172","extant","4"
"370614","370614","txn","","","Turdus obscurus","","370614","species","Turdus obscurus","83491","65172","extant","1"
"372205","372205","txn","","","Turdus lherminieri","","372205","species","Turdus lherminieri","83491","65172","extant","2"
"368612","368612","txn","","","Turdus philomelos","","368612","species","Turdus philomelos","83491","65172","extant","20"
"369351","369351","txn","","","Turdus viscivorus","","369351","species","Turdus viscivorus","83491","12782","extant","12"
"372054","372054","txn","","","Turdus plumbeus","","372054","species","Turdus plumbeus","83491","12782","extant","9"
"510544","510546","txn","","","Turdus plumbeus ardosiaceus","","510544","subspecies","Turdus plumbeus ardosiaceus","372054","65172","extant","4"
"372055","372055","txn","","","Mimocichla","subjective synonym of","83491","genus","Turdus","129843","65172","extant","177"
"370647","370647","txn","","","Turdus pallidus","","370647","species","Turdus pallidus","83491","65172","extant","5"
"365960","365960","txn","","","Turdus pilaris","","365960","species","Turdus pilaris","83491","12782","extant","12"
"83492","83492","txn","","","Turdus migratorius","","83492","species","Turdus migratorius","83491","12782","extant","11"
"372206","372206","txn","","","Cichlherminia","subjective synonym of","83491","genus","Turdus","129843","65172","extant","177"
"373097","373097","txn","","","Turdus hortulorum","","373097","species","Turdus hortulorum","83491","65172","extant","2"
"365961","365961","txn","","","Turdus iliacus","","365961","species","Turdus iliacus","83491","12782","extant","11"
"370950","370950","txn","","","Turdus bresciensis","","370950","species","Turdus bresciensis","83491","65508","extinct","0"
"365958","365958","txn","","","Turdus merula","","365958","species","Turdus merula","83491","12782","extant","21"
"372564","372564","txn","","","Turdus falcklandii","","372564","species","Turdus falcklandii","83491","65172","extant","2"
"365959","365959","txn","","","Turdus torquatus","","365959","species","Turdus torquatus","83491","12782","extant","4"
"365964","365964","txn","","","Zoothera","","365964","genus","Zoothera","129843","27487","extant","5"
"365963","365965","txn","","","Zoothera aurea","","365963","species","Zoothera aurea","365964","27487","extant","1"
"365962","365962","txn","","","Turdus varius","replaced by","365963","species","Zoothera aurea","365964","64663","extant","1"
"369546","369547","txn","","","Zoothera dauma","","369546","species","Zoothera dauma","365964","65172","extant","4"
"370623","370624","txn","","","Zoothera dauma major","","370623","subspecies","Zoothera dauma major","369546","65172","extant","2"
"369236","369236","txn","","","Sialia","","369236","genus","Sialia","129843","65172","extant","8"
"414918","414918","txn","","","Sialia mexicana","","414918","species","Sialia mexicana","369236","31036","extant","2"
"369288","369289","txn","","","Sialia sialis","","369288","species","Sialia sialis","369236","12782","extant","3"
